-7.197359452849925177e+00,-5.643308092593131597e+00
7.428694860700292502e+00,-6.707630326555571898e+00
-5.796222294896430149e+00,-2.430213212908505671e+00
-6.923418489468345705e+00,-1.198037177371007456e+00
-4.697481816458883408e+00,-1.742411782888559690e+00
-5.941143697027467141e+00,-4.014063746758588458e+00
-4.317452791443597171e+00,-2.478387772995701788e+00
-6.269061639551673615e+00,-2.810917416820012615e+00
-5.406355669633723160e+00,-1.052731343458104485e+00
-6.748164343122192932e+00,-1.946710100297188939e+00
-5.390224259613026980e+00,-3.625578505191977996e+00
-6.088004444556839090e+00,-4.899475822510116707e+00
-6.312210531123584545e+00,-4.818940044185768379e+00
-6.895392065042985408e+00,-6.114973243907254385e+00
-5.770359402835559592e+00,-4.090275008931151035e+00
-7.678959929865466272e+00,-3.837907732218559076e+00
-4.878545899467251701e+00,-2.186571176490755608e+00
-3.601514062315360309e+00,-5.475525829483240514e+00
-5.191434542280971343e+00,-3.290379493791065091e+00
-6.094313555095346224e+00,-2.906805758385178073e+00
-6.069694518060908095e+00,-5.080796568817692815e+00
-6.955536916366257039e+00,-4.383545221651555579e+00
-4.115361697973171751e+00,-3.105898702097178887e+00
-5.064644197983177776e+00,7.115726271064757302e-01
-6.175762546745076520e+00,-1.888879468349088819e+00
-5.080361686627660411e+00,-4.594144907913771392e-01
-4.269427905607574125e+00,-1.128507425828242816e+00
-5.674861260284543185e+00,-1.371919495266871181e+00
-6.000036872346226957e+00,1.297570015798388487e+00
-4.397759452250935119e+00,1.746398717036293124e+00
-6.539887803327569138e+00,-4.944421062757501595e+00
-3.530087862243433516e+00,-4.522081683309206568e+00
-5.684749445002913681e+00,-5.916917756639840320e+00
-4.456295504338776858e+00,-6.265586283087173136e+00
-5.193525437122977095e+00,4.379242054661805383e+00
-5.607469775824746705e+00,5.519858066733656088e-01
-5.634119266163410522e+00,-2.117378882109834048e+00
-2.901290746515212682e+00,-4.407766269670647219e+00
-5.395810822581392330e+00,-4.034339603460687762e+00
-3.952363212174933249e+00,-4.836446237118018132e+00
-4.440627095395600854e+00,-5.497915972173024635e+00
-5.922214705602512730e+00,-6.254784371059925796e+00
-4.799447740719082312e+00,-3.208247812836439561e+00
-5.020421616306633084e+00,-4.379522446160856397e+00
-3.573647635654021215e+00,3.061263453035731330e-01
-3.945657541439064886e+00,3.723788802001589460e+00
-4.920761276052420641e+00,-2.856487040422477808e+00
-5.095867812180907563e+00,-1.090468194948237102e+00
-4.753546571669555298e+00,-3.558454019640485910e+00
-5.369910989402332469e+00,-4.961015346777521096e+00
-3.425260270585022582e+00,-3.351529907602776248e+00
-5.384121351783411669e+00,-3.369610438083352477e+00
-1.699858042548962889e+00,-6.001953164879888725e+00
-3.782080067516676802e+00,-6.298098118370531573e+00
-2.778492957789937101e+00,-4.024106395891362542e-01
-3.863744795166165868e+00,-4.116010303990043084e+00
-4.238531872520560739e+00,-2.942404436339820517e+00
-4.595186543649834476e+00,-4.132352660236689346e+00
-4.789148459956003023e+00,-2.292401989791381656e-01
