-1.116362875407404809e-02,7.062025562740921990e-03
1.013927356574038582e-02,-3.570115754784422470e-03
-1.021880913823421805e-02,1.160011065661974670e-02
-1.803765361024447025e-02,-5.481451178561739211e-03
-1.391701177211015529e-02,1.594413264046024015e-02
-1.495573966868011737e-02,-4.471095872498506187e-03
-1.088671479883172345e-02,-1.376108829990762943e-02
-8.266654353292653828e-03,2.564889763095839440e-03
-1.280922241757897345e-02,-1.308244815846376467e-02
-1.092298993212255723e-02,-1.000596933709099485e-04
-1.182662686328942586e-02,1.272478807986339965e-02
-1.773178920036021580e-02,-6.701485458041026196e-03
-1.686801815631134779e-02,3.227120990469058322e-04
-2.112373793051029389e-02,4.345700576116279766e-03
-1.493389652272669905e-02,1.231195983313543036e-03
-1.860855875184035460e-02,-1.141968565556631884e-02
-1.129234103419522565e-02,-1.605321957221545956e-02
-9.571894967756662195e-03,-2.497616748454226359e-03
-4.101448397896135904e-03,3.206956714200082798e-02
-8.710418792433284943e-03,6.122946245015845057e-03
-1.352540026035732590e-02,-2.680252487641279183e-04
-1.695160865731684674e-02,-5.818417158017158593e-03
-1.083802337161875358e-02,7.829905896330570381e-03
-1.119009156874370935e-02,-1.413960218956513554e-02
-1.739160112217663992e-02,-4.392839460760056790e-03
-1.471346349804044350e-02,-1.930741112117584021e-02
-8.645201031389337237e-03,-6.749188408360442398e-03
-1.065732844303319236e-02,-7.703975104487979092e-03
-1.349131727692976998e-02,-6.272131842902588239e-03
-1.361876247221247872e-02,7.470252426899900988e-03
-9.177421066371406477e-03,1.236450142555755964e-02
-7.946075003249080185e-03,3.970855880565549167e-02
-1.540619246639985881e-02,-4.745054042986534756e-03
-1.106358713215717902e-02,1.268825876264145563e-03
-1.262908945922108263e-02,-7.522925777610226829e-03
-1.025841687510389150e-02,-6.768599858720046603e-03
-1.097277965982100534e-02,-1.095231901569120416e-04
-1.730285214977483324e-03,4.067308989515981688e-03
-9.032088167415451910e-03,1.006399602749053802e-02
-8.813764554771742407e-03,9.129240307474001392e-04
-7.137490305793485826e-03,1.099417743452120282e-02
-1.144924551326026961e-02,2.185729500116214905e-03
-1.318860701455977329e-02,-8.776909553693004046e-03
-6.318664977004134591e-03,-7.329184840922465215e-03
-5.877590423060086340e-03,-1.298232745822753414e-02
-1.124970125496458501e-02,-1.243865256558607420e-02
-9.503474518803962934e-03,4.246442393663084672e-04
-8.164691369910263841e-03,4.264140383275312127e-03
